commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
487343346e2,dynamo,not user facing,Prevent users from seeing hardcoded print stmt when hypothesis is not installed (#142398),torch/_dynamo/variables/user_defined.py torch/testing/_internal/common_utils.py,https://github.com/pytorch/pytorch/pull/142398,guilhermeleobas,zou3519,,,
313b9964ae0,skip,not user facing,remove allow-untyped-defs for torch/_C/_lazy.pyi (#143370),torch/_C/_lazy.pyi,https://github.com/pytorch/pytorch/pull/143370,bobrenjc93,aorenste,desertfire,,
ec02ae43451,skip,not user facing,remove allow-untyped-defs for torch/utils/benchmark/examples/simple_timeit.py (#143368),torch/utils/benchmark/examples/simple_timeit.py,https://github.com/pytorch/pytorch/pull/143368,bobrenjc93,aorenste,,,
e3d754419f7,skip,Untopiced,"Revert ""[reland][dynamo][guards] Consider tensors as immutable for dict tag matches (#141085)""",test/dynamo/test_modules.py torch/_dynamo/config.py torch/csrc/dynamo/guards.cpp,,,,,,
bb06fc79fb5,inductor,not user facing,"cpp_builder: handle CUDA lib paths involving ""stubs"" in more circumstances (#142175)",torch/_inductor/cpp_builder.py,https://github.com/pytorch/pytorch/pull/142175,benjaminglass1,desertfire,,,
37a1b9efcc3,export,Untopiced,[export] Serialize all dataclass fields (#142286),torch/_export/serde/serialize.py,https://github.com/pytorch/pytorch/pull/142286,benjaminglass1,zhxchen17,,,
74e66a21b42,distributed,not user facing,remove allow-untyped-defs for torch/_C/_distributed_autograd.pyi (#143369),torch/_C/_distributed_autograd.pyi,https://github.com/pytorch/pytorch/pull/143369,bobrenjc93,aorenste,,,
fa4db62968c,releng,not user facing,[CI] Unify the XPU Windows CICD installtion scripts (#143185),.ci/pytorch/win-test-helpers/build_pytorch.bat .ci/pytorch/win-test-helpers/installation-helpers/install_xpu.bat,https://github.com/pytorch/pytorch/pull/143185,chuanqi129,atalman,,,
a3688ead4bc,inductor,docs,[AOTI][doc] Update tutorial (#143390),docs/source/torch.compiler_aot_inductor.rst,https://github.com/pytorch/pytorch/pull/143390,desertfire,yushangdi,,,
bcc93a1e8e6,inductor,not user facing,remove nonowninglayout special case in require strides (#143315),test/inductor/test_cpu_repro.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/143315,eellison,zou3519,,,
53e4d7b6a22,skip,not user facing,remove allow-untyped-defs for torch/_lazy/device_context.py (#143367),torch/_lazy/closure.py torch/_lazy/device_context.py,https://github.com/pytorch/pytorch/pull/143367,bobrenjc93,aorenste,,,
97ca09f6923,dynamo,not user facing,[dynamo] format eval_frame.c (#142117),torch/csrc/dynamo/eval_frame.c,https://github.com/pytorch/pytorch/pull/142117,williamwen42,jansel,,,
c04f0bb7b95,dynamo,not user facing,[dynamo] add benchmark for guard eval (#142430),benchmarks/dynamo/microbenchmarks/dynamo_guard_eval.py,https://github.com/pytorch/pytorch/pull/142430,williamwen42,jansel,,,
18261e9f395,dynamo,not user facing,[dynamo] implement framelocals mapping as c++ object (#140063),test/dynamo/test_guard_manager.py torch/_C/_dynamo/eval_frame.pyi torch/_C/_dynamo/guards.pyi torch/_dynamo/config.py torch/_dynamo/convert_frame.py torch/_dynamo/guards.py torch/_dynamo/resume_execution.py torch/_dynamo/testing.py torch/csrc/dynamo/eval_frame.c torch/csrc/dynamo/extra_state.cpp torch/csrc/dynamo/extra_state.h torch/csrc/dynamo/framelocals_mapping.cpp torch/csrc/dynamo/framelocals_mapping.h torch/csrc/dynamo/guards.cpp torch/csrc/dynamo/guards.h torch/csrc/dynamo/init.cpp,https://github.com/pytorch/pytorch/pull/140063,williamwen42,jansel,,,
1e9ec514311,skip,not user facing,Fix unused variables in test_serialize_sym_float (#143389),test/export/test_serialize.py,https://github.com/pytorch/pytorch/pull/143389,rec,Skylion007,,,
f3ec59d44c7,inductor,not user facing,Fix non-dense inductor effn attn bias (#141905),test/inductor/test_cuda_repro.py torch/_inductor/graph.py torch/_inductor/ir.py torch/_inductor/lowering.py,https://github.com/pytorch/pytorch/pull/141905,eellison,drisspg,,,
63cb5e4ade3,fx,Untopiced,Move inner loop of _create_symbolic_sizes_strides_storage_offset into its own method (#138843),torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/138843,aorenste,ezyang,,,
e7704f41ca8,fx,Untopiced,Simplify _compute_symbolic_stride() (#138844),torch/fx/experimental/symbolic_shapes.py,https://github.com/pytorch/pytorch/pull/138844,aorenste,bobrenjc93,,,
5b5d7016c89,skip,not user facing,Remove stable_partition for ARM AOTI Runtimes (#142394),torch/csrc/inductor/aoti_runtime/model_container.h,https://github.com/pytorch/pytorch/pull/142394,oniononion36,frank-wei,,,
e3c53fb1bc1,releng,not user facing,Increase sharding for debug build (#143327),.github/workflows/periodic.yml,https://github.com/pytorch/pytorch/pull/143327,clee2000,huydhn,wdvr,,
b16f020edd2,inductor,not user facing,Add flex attention kernel parameter tuning options (#139639),torch/_inductor/kernel/flex_attention.py torch/_inductor/kernel/flex_decoding.py,https://github.com/pytorch/pytorch/pull/139639,joydddd,drisspg,,,
de4a555c82f,releng,not user facing,Run inductor-rocm workflow on ciflow/inductor (#143205),.github/workflows/inductor-rocm.yml,https://github.com/pytorch/pytorch/pull/143205,clee2000,huydhn,,,
7c25a55c658,jit,not user facing,clean up type nits on torch/jit/_ir_utils.py (#143371),torch/jit/_ir_utils.py,https://github.com/pytorch/pytorch/pull/143371,bobrenjc93,laithsakka,,,
9283c40ba8e,skip,not user facing,[codemod] Decorate unused variables with `[[maybe_unused]]` (#143381),aten/src/ATen/test/cpu_caching_allocator_test.cpp aten/src/ATen/test/tensor_interop_test.cpp torch/csrc/cuda/nccl.cpp,https://github.com/pytorch/pytorch/pull/143381,r-barnes,malfet,,,
a96387a4816,skip,Untopiced,[Dynamo] only import einops if version is lower than 0.7.0 (#142847),torch/_dynamo/decorators.py,https://github.com/pytorch/pytorch/pull/142847,mlazos,zou3519,,,
0bdc173ab6d,distributed,not user facing,[fr] recognize all_reduce_barrier as a valid op (#143354),test/distributed/flight_recorder/test_fr_analysis.py tools/flight_recorder/components/types.py,https://github.com/pytorch/pytorch/pull/143354,c-p-i-o,wconstab,,,
aabe285aaf9,skip,not user facing,Add 2 more APIs to the exposed public torch python APIs (#143380),torch/csrc/DynamicTypes.h torch/csrc/autograd/python_cpp_function.h torch/csrc/utils/python_arg_parser.h,https://github.com/pytorch/pytorch/pull/143380,manav-a,suo,,,
1e058a8f389,skip,Untopiced,FileTimerClient: add retry logic on connect (#143318),torch/distributed/elastic/timer/file_based_local_timer.py,https://github.com/pytorch/pytorch/pull/143318,d4l3k,fegin,,,
b247f878451,skip,not user facing,tools: Add a tool to build wheels for multiple python versions (#143361),tools/packaging/build_wheel.py,https://github.com/pytorch/pytorch/pull/143361,seemethere,atalman,malfet,,
2642bbc6dce,releng,improvements,[CD] Run smoke tests on MacOS wheel (#143393),.ci/wheel/build_wheel.sh,https://github.com/pytorch/pytorch/pull/143393,malfet,atalman,seemethere,,
a040006da76,releng,not user facing,Force symlink creation when building python on s390x (#143195),.ci/docker/common/install_cpython.sh,https://github.com/pytorch/pytorch/pull/143195,AlekseiNikiforovIBM,ezyang,,,
efe21ee59df,skip,not user facing,[MTIA] (3/n) Implement PyTorch APIs to query/reset device peak memory usage (#143347),docs/source/mtia.memory.rst docs/source/mtia.rst torch/mtia/memory.py,https://github.com/pytorch/pytorch/pull/143347,chaos5958,nautsimon,,,
feb4818bc9c,distributed,Untopiced,[SJD] adding kill logic for current process when killing a worker (#141060),torch/distributed/elastic/timer/file_based_local_timer.py,https://github.com/pytorch/pytorch/pull/141060,felixsu2006,gag1jain,,,
3f99682fbdb,skip,not user facing,NJT linear_backward should not return inner tensor as-is (#143333),torch/nested/_internal/ops.py,https://github.com/pytorch/pytorch/pull/143333,soulitzer,jbschlosser,,,
13a5c15ef56,skip,not user facing,Fix sample inputs leaked from subtest (#143415),torch/testing/_internal/opinfo/core.py,https://github.com/pytorch/pytorch/pull/143415,soulitzer,jbschlosser,,,
6cd96f069b3,jit,docs,Add warning to torch.jit.load (#143403),torch/jit/_serialization.py,https://github.com/pytorch/pytorch/pull/143403,mikaylagawarecki,albanD,,,
e890d675438,inductor,not user facing,Use process pool for precompilation of triton templates (#142450),torch/_inductor/async_compile.py torch/_inductor/select_algorithm.py,https://github.com/pytorch/pytorch/pull/142450,eellison,jansel,,,
2400db115c7,releng,not user facing,Use Manylinux 2.28 for nightly build and cxx11-abi (#143423),.github/scripts/generate_binary_build_matrix.py .github/workflows/generated-linux-binary-manywheel-main.yml .github/workflows/generated-linux-binary-manywheel-nightly.yml .github/workflows/generated-macos-arm64-binary-wheel-nightly.yml,https://github.com/pytorch/pytorch/pull/143423,atalman,huydhn,malfet,seemethere,
a9de6a68f4a,releng,not user facing,[CD] Test that all PyTorch wheels support OpenMP (#143394),.ci/pytorch/smoke_test/smoke_test.py,https://github.com/pytorch/pytorch/pull/143394,malfet,atalman,,,
17a6d4b8829,export,not user facing,remove allow-untyped-defs for torch/_export/passes/remove_runtime_assertions.py (#143435),torch/_export/passes/remove_runtime_assertions.py,https://github.com/pytorch/pytorch/pull/143435,bobrenjc93,oulgen,,,
c947a7d38ec,skip,not user facing,Fix unused Python variables in test/nn (#143396),test/nn/test_convolution.py test/nn/test_init.py test/nn/test_module_hooks.py test/nn/test_packed_sequence.py test/nn/test_parametrization.py test/nn/test_pooling.py test/nn/test_pruning.py,https://github.com/pytorch/pytorch/pull/143396,rec,mikaylagawarecki,,,
859be14c4e9,cuda,Untopiced,"fix a few int64_t index computations, fix complex128 scan that had to… (#143401)",aten/src/ATen/cuda/cub.cuh test/test_torch.py,https://github.com/pytorch/pytorch/pull/143401,ngimel,eqy,,,
576789197af,python_frontend,Untopiced,Add support for CPU scalar in addcmul (#143264),aten/src/ATen/native/PointwiseOps.cpp aten/src/ATen/native/cuda/PointwiseOpsKernel.cu test/test_torch.py,https://github.com/pytorch/pytorch/pull/143264,EmmettBicker,janeyx99,,,
c17a07ade34,export,Untopiced,Add float8 support in serde schema (#143343),test/export/test_serialize.py torch/_export/serde/export_schema.thrift torch/_export/serde/schema.py torch/_export/serde/schema.yaml torch/_export/serde/schema_check.py torch/_export/serde/serialize.py torch/csrc/utils/generated_serialization_types.h,https://github.com/pytorch/pytorch/pull/143343,yushangdi,yiming0416,,,
6715a8858af,releng,not user facing,Triton bump for 3.2 cherry-picks (device context) (#143409),.ci/docker/ci_commit_pins/triton.txt,https://github.com/pytorch/pytorch/pull/143409,bertmaher,atalman,,,
9275091d6e8,inductor,not user facing,[provenance_tracking] Dump inductor_triton_kernel_to_post_grad_nodes.json info in debug_trace (#143055),test/inductor/test_provenance_tracing.py torch/_inductor/codegen/simd.py torch/_inductor/config.py torch/_inductor/debug.py torch/_inductor/graph.py torch/_inductor/utils.py,https://github.com/pytorch/pytorch/pull/143055,YUNQIUGUO,chenyang78,,,
90cc43f270c,dynamo,not user facing,Support garbage collection after pt2 compilation (#143364),test/dynamo/test_utils.py torch/_dynamo/config.py torch/_dynamo/convert_frame.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/143364,qiurc,ezyang,,,
bceedeec2bf,export,Untopiced,fix checking non-trivial input constraints (#143442),test/export/test_export.py torch/_export/utils.py,https://github.com/pytorch/pytorch/pull/143442,avikchaudhuri,tugsbayasgalan,,,
2ea4b56ec87,skip,not user facing,Record min/max of integral tensor in ET (#143088),test/profiler/test_execution_trace.py torch/csrc/profiler/standalone/execution_trace_observer.cpp,https://github.com/pytorch/pytorch/pull/143088,shengfukevin,sanrise,,,
a99536480db,skip,not user facing,[ATen][Native][Special] Hermite polynomial prematurely return NaN if n is high (#141955),aten/src/ATen/native/Math.h aten/src/ATen/native/cuda/Math.cuh torch/testing/_internal/opinfo/definitions/special.py,https://github.com/pytorch/pytorch/pull/141955,Aidyn-A,eqy,malfet,,
03991798ca2,skip,not user facing,remove allow-untyped-defs for torch/nn/parallel/__init__.py (#143437),torch/nn/parallel/__init__.py,https://github.com/pytorch/pytorch/pull/143437,bobrenjc93,oulgen,,,
75fe5a3ef73,fx,not user facing,remove allow-untyped-defs for torch/fx/experimental/debug.py (#143439),torch/fx/experimental/debug.py,https://github.com/pytorch/pytorch/pull/143439,bobrenjc93,oulgen,,,
8dd380803c0,skip,not user facing,remove allow-untyped-defs for torch/_functorch/batch_norm_replacement.py (#143438),torch/_functorch/batch_norm_replacement.py,https://github.com/pytorch/pytorch/pull/143438,bobrenjc93,oulgen,,,
993b2f0ee06,skip,not user facing,Fix unused variables in test/test_transformers.py (#143407),test/test_transformers.py,https://github.com/pytorch/pytorch/pull/143407,rec,drisspg,,,
eb67dd3e2d1,skip,not user facing,[3/N][Memory Profiling] Add memory profiling function for MTIA hooks (#142149),aten/src/ATen/detail/MTIAHooksInterface.h docs/source/mtia.rst torch/_C/__init__.pyi.in torch/csrc/mtia/Module.cpp torch/mtia/__init__.py,https://github.com/pytorch/pytorch/pull/142149,mzzchy,nautsimon,,,
d8ea4ce6312,releng,Untopiced,[reland] Kill capture_pre_autograd_graph API (#143426),.github/ci_commit_pins/xla.txt torch/_export/__init__.py torch/_utils_internal.py torch/ao/quantization/pt2e/export_utils.py torch/ao/quantization/pt2e/qat_utils.py torch/ao/quantization/pt2e/representation/rewrite.py torch/ao/quantization/pt2e/utils.py torch/ao/quantization/quantizer/xnnpack_quantizer_utils.py,https://github.com/pytorch/pytorch/pull/143426,yushangdi,gmagogsfm,,,
84b91ce4a1c,inductor,not user facing,remove allow-untyped-defs for torch/_inductor/test_operators.py (#143436),torch/_inductor/test_operators.py,https://github.com/pytorch/pytorch/pull/143436,bobrenjc93,aorenste,,,
80a42399bb0,skip,not user facing,Various fix for memory leak in test autograd and dataloader (#143323),test/test_autograd.py test/test_utils.py,https://github.com/pytorch/pytorch/pull/143323,albanD,andrewkho,soulitzer,,
f47aac6bc2f,mps,not user facing,Make Context to be Device-agnostic Step by Step (3/N) (#137578),aten/src/ATen/core/GeneratorForPrivateuseone.cpp aten/src/ATen/core/GeneratorForPrivateuseone.h aten/src/ATen/cuda/detail/CUDAHooks.cpp aten/src/ATen/cuda/detail/CUDAHooks.h aten/src/ATen/detail/CUDAHooksInterface.h aten/src/ATen/detail/MPSHooksInterface.h aten/src/ATen/detail/PrivateUse1HooksInterface.h aten/src/ATen/mps/MPSHooks.h aten/src/ATen/mps/MPSHooks.mm test/cpp_extensions/open_registration_extension.cpp test/inductor/extension_backends/cpp/extension_device.cpp test/test_cpp_extensions_open_device_registration.py torch/csrc/Generator.cpp,https://github.com/pytorch/pytorch/pull/137578,FFFrog,cyyever,ezyang,,
a2092665a94,inductor,not user facing,[AOTI] Refactor path operations in AotCodeCompiler (#143350),torch/_inductor/codecache.py,https://github.com/pytorch/pytorch/pull/143350,desertfire,chenyang78,yushangdi,,
0e8013fc1c8,inductor,not user facing,[AOTI] Fix a typo in cpp_builder.py (#143351),torch/_inductor/cpp_builder.py,https://github.com/pytorch/pytorch/pull/143351,desertfire,chenyang78,yushangdi,,
ed9931e6eec,skip,not user facing,Add tests for non divisible inputs for flex decoding (#143214),test/inductor/test_flex_decoding.py,https://github.com/pytorch/pytorch/pull/143214,joydddd,drisspg,,,
93e8e327089,skip,not user facing,Remove iOS folder (#143398),ios/.gitignore ios/LibTorch-Lite-Nightly.podspec.template ios/LibTorch-Lite.h ios/LibTorch-Lite.podspec.template ios/LibTorch.h ios/LibTorch.podspec.template ios/METADATA.bzl ios/README.md ios/TestApp/.clang-format ios/TestApp/.gitignore ios/TestApp/Gemfile ios/TestApp/Gemfile.lock ios/TestApp/METADATA.bzl ios/TestApp/README.md ios/TestApp/TestApp.xcodeproj/project.pbxproj ios/TestApp/TestApp.xcodeproj/xcshareddata/xcschemes/TestApp.xcscheme ios/TestApp/TestApp.xcodeproj/xcshareddata/xcschemes/TestAppTests.xcscheme ios/TestApp/TestApp/AppDelegate.h ios/TestApp/TestApp/AppDelegate.m ios/TestApp/TestApp/Assets.xcassets/AppIcon.appiconset/Contents.json ios/TestApp/TestApp/Assets.xcassets/Contents.json ios/TestApp/TestApp/Base.lproj/LaunchScreen.storyboard ios/TestApp/TestApp/Base.lproj/Main.storyboard ios/TestApp/TestApp/Benchmark.h ios/TestApp/TestApp/Benchmark.mm ios/TestApp/TestApp/Info.plist ios/TestApp/TestApp/ViewController.h ios/TestApp/TestApp/ViewController.mm ios/TestApp/TestApp/main.m ios/TestApp/TestAppTests/Info.plist ios/TestApp/TestAppTests/TestFullJIT.mm ios/TestApp/TestAppTests/TestLiteInterpreter.mm ios/TestApp/benchmark/config.json ios/TestApp/benchmark/coreml_backend.py ios/TestApp/benchmark/setup.rb ios/TestApp/benchmark/trace_model.py ios/TestApp/custom_build/custom_build.py ios/TestApp/custom_build/mobilenetv2.yaml ios/TestApp/fastlane/Fastfile ios/TestApp/fastlane/Scanfile ios/TestApp/models/activation_ops.ptl ios/TestApp/models/android_api_module.ptl ios/TestApp/models/blas_lapack_ops.ptl ios/TestApp/models/comparison_ops.ptl ios/TestApp/models/convolution_ops.ptl ios/TestApp/models/distance_function_ops.ptl ios/TestApp/models/dropout_ops.ptl ios/TestApp/models/dynamic_quant_ops.ptl ios/TestApp/models/fused_quant_ops.ptl ios/TestApp/models/general_quant_ops.ptl ios/TestApp/models/linear_ops.ptl ios/TestApp/models/loss_function_ops.ptl ios/TestApp/models/mobilenet_v2.ptl ios/TestApp/models/model_coreml.ptl ios/TestApp/models/model_lite.ptl ios/TestApp/models/nn_utils_ops.ptl ios/TestApp/models/normalization_ops.ptl ios/TestApp/models/other_math_ops.ptl ios/TestApp/models/padding_ops.ptl ios/TestApp/models/pointwise_ops.ptl ios/TestApp/models/pooling_ops.ptl ios/TestApp/models/recurrent_ops.ptl ios/TestApp/models/reduction_ops.ptl ios/TestApp/models/sampling_ops.ptl ios/TestApp/models/shuffle_ops.ptl ios/TestApp/models/sparse_ops.ptl ios/TestApp/models/spectral_ops.ptl ios/TestApp/models/static_quant_ops.ptl ios/TestApp/models/tensor_creation_ops.ptl ios/TestApp/models/tensor_general_ops.ptl ios/TestApp/models/tensor_indexing_ops.ptl ios/TestApp/models/tensor_typing_ops.ptl ios/TestApp/models/tensor_view_ops.ptl ios/TestApp/models/torchscript_builtin_ops.ptl ios/TestApp/models/torchscript_collection_ops.ptl ios/TestApp/models/transformer_ops.ptl ios/TestApp/models/vision_function_ops.ptl ios/TestApp/run_on_aws_devicefarm.py,https://github.com/pytorch/pytorch/pull/143398,msaroufim,albanD,,,
b588a78ca3f,skip,not user facing,add grad_output shape check for adaptive_max_pool2d_backward and adaptive_max_pool3d_backward (#141663),aten/src/ATen/native/AdaptiveMaxPooling2d.cpp aten/src/ATen/native/AdaptiveMaxPooling3d.cpp test/nn/test_pooling.py,https://github.com/pytorch/pytorch/pull/141663,jiayisunx,malfet,mingfeima,,
863e6e4567e,nn_frontend,not user facing,"Improve input dimensions check for reflection_pad1d, reflection_pad2d and reflection_pad3d (#141670)",aten/src/ATen/native/Padding.h test/test_nn.py,https://github.com/pytorch/pytorch/pull/141670,jiayisunx,malfet,mingfeima,,
8d4926e30a9,skip,not user facing,Fix unused variables in test/torch.py (#143399),test/test_torch.py,https://github.com/pytorch/pytorch/pull/143399,rec,albanD,,,
f129bcb5a5b,releng,not user facing,[BE] Refactor argument parsing into its own function (#143395),.ci/pytorch/smoke_test/smoke_test.py,https://github.com/pytorch/pytorch/pull/143395,malfet,atalman,kit1980,seemethere,
255a9774947,skip,not user facing,[1/N] Avoid const_cast (#143169),aten/src/ATen/cuda/jiterator.cu aten/src/ATen/native/Blas.cpp aten/src/ATen/native/BlasKernel.cpp aten/src/ATen/native/EmbeddingBag.cpp aten/src/ATen/native/cuda/CUDAJitLoops.cuh aten/src/ATen/native/cuda/Reduce.cuh aten/src/ATen/native/cuda/jit_utils.cpp aten/src/ATen/native/cuda/jit_utils.h,https://github.com/pytorch/pytorch/pull/143169,cyyever,albanD,,,
894d47b91b9,linalg_frontend,not user facing,[ROCm] Fix unit test: matmul_offline_tunableop (#143322),test/test_linalg.py,https://github.com/pytorch/pytorch/pull/143322,naromero77amd,jeffdaily,,,
1e201422edd,dynamo,Untopiced,[export] add is_exporting flag (#142425),docs/source/torch.compiler_api.rst docs/source/torch.compiler_fine_grain_apis.rst test/export/test_export.py torch/_dynamo/trace_rules.py torch/_dynamo/variables/torch.py torch/_export/utils.py torch/compiler/__init__.py torch/export/_trace.py,https://github.com/pytorch/pytorch/pull/142425,ydwu4,avikchaudhuri,,,
10b9c5944e8,skip,not user facing,[export] don't decompose custom triton op when exporting (#142426),test/export/test_export.py torch/_library/triton.py,https://github.com/pytorch/pytorch/pull/142426,ydwu4,zou3519,,,
d4ed5941db0,jit,Untopiced,Fix floating point literals in IRPrinter (#142119),test/cpp/tensorexpr/test_ir_printer.cpp torch/csrc/jit/tensorexpr/ir_printer.cpp,https://github.com/pytorch/pytorch/pull/142119,prm-james-hill,jgong5,malfet,,
4717cd1ce9e,skip,not user facing,Skip test_conv2d_linear_add_broadcast_shapes_cpu on fbcode (#143530),test/inductor/test_mkldnn_pattern_matcher.py,https://github.com/pytorch/pytorch/pull/143530,huydhn,jansel,,,
d3ff2d42c28,skip,Untopiced,[ARM][feat]: Add 4 bit dynamic quantization matmuls & KleidiAI Backend (#134124),.gitmodules BUILD.bazel CMakeLists.txt WORKSPACE aten/src/ATen/CMakeLists.txt aten/src/ATen/Config.h.in aten/src/ATen/Context.cpp aten/src/ATen/Context.h aten/src/ATen/native/LinearAlgebra.cpp aten/src/ATen/native/cpu/int4mm_kernel.cpp aten/src/ATen/native/cpu/int_mm_kernel.h aten/src/ATen/native/kleidiai/kai_kernels.cpp aten/src/ATen/native/kleidiai/kai_kernels.h aten/src/ATen/native/kleidiai/kai_pack.h aten/src/ATen/native/kleidiai/kai_ukernel_interface.cpp aten/src/ATen/native/kleidiai/kai_ukernel_interface.h aten/src/ATen/native/native_functions.yaml buckbuild.bzl cmake/Dependencies.cmake cmake/Summary.cmake cmake/TorchConfig.cmake.in docs/source/backends.rst setup.py test/expect/HasDecompTest.test_has_decomposition.expect test/inductor/test_torchinductor.py test/test_linalg.py third_party/kleidiai torch/_C/__init__.pyi.in torch/_dynamo/trace_rules.py torch/_inductor/quantized_lowerings.py torch/_meta_registrations.py torch/backends/__init__.py torch/backends/kleidiai/__init__.py torch/csrc/Module.cpp torch/csrc/inductor/aoti_torch/generated/c_shim_cpu.h torch/testing/_internal/common_quantization.py torchgen/aoti/fallback_ops.py,https://github.com/pytorch/pytorch/pull/134124,nikhil-arm,digantdesai,malfet,,
d298bd840f1,dynamo,not user facing,[dynamo] add two-point iter test (#143500),test/dynamo/test_functions.py,https://github.com/pytorch/pytorch/pull/143500,williamwen42,StrongerXi,,,
